ShnatBakasha,latitude,longitude,years_to_be_approved,is_real
2014.012279634527,32.064515475276906,34.845906194513766,1.0,False
2013.9729352417855,32.08005213565842,34.790419511348745,6.0,False
2009.3528456062375,32.82424879570149,35.19095892643887,4.0,False
2008.248984236238,32.07785045739277,34.81659039288926,4.0,False
2015.9298541987964,32.79495214248841,34.97340678830846,1.0,False
2017.0530748537121,32.834421162821094,34.97352306457722,1.0,False
2015.0231311249206,31.81844838375411,34.64551325494297,2.0,False
2010.1031540277097,31.983455271578123,34.7914498007057,4.0,False
2019.3609295772899,32.82610166757739,35.07510112099761,2.0,False
2014.0207161043677,32.0774335576183,34.77553203724377,2.0,False
2018.7941391872496,32.18785988917793,34.8901652393105,1.0,False
2010.2836461211052,32.09783152930143,34.8447952798376,1.0,False
2016.9641216727036,32.35622576026059,34.87586244386689,1.0,False
2014.960290688087,32.05331502811452,34.77802277750001,4.0,False
2016.0655161037932,31.800229117029577,35.18253415605239,1.0,False
2010.0164689727524,31.978234756666108,34.7718992176761,3.0,False
2015.0561664677389,32.193453285289095,34.85053282617189,2.0,False
2008.290986762978,32.81700923960831,34.86881620999024,1.0,False
2015.9764139091128,31.77257960802065,34.89535910592733,1.0,False
2014.959103399679,32.8272644123926,34.96652633755579,1.0,False
2013.9419019515738,32.08697780743042,34.772971443314496,4.0,False
2017.037912865953,32.10304114568565,34.87962633581825,2.0,False
2015.0409900187929,32.07779253893827,34.78940516797495,3.0,False
2015.9743577895408,32.76584722181025,35.087108576670744,8.0,False
2014.967874353962,32.81107794894099,34.97770484158172,1.0,False
2017.0874260586957,31.806312192169372,34.640335305647874,2.0,False
2019.1065703395439,31.95422935224668,34.75883209231362,4.0,False
2013.960173377103,32.07142886677478,34.794696336084456,5.0,False
2015.999110442255,32.089820359804335,34.750043995911135,6.0,False
2015.0292322972175,32.074581187777916,34.794247277286246,2.0,False
2008.4248376947046,32.06923420013851,34.822790569444884,1.0,False
2013.0730169353137,31.98607991143017,34.81497183876512,4.0,False
2016.9255201819626,31.956999519837115,34.76601264617423,4.0,False
2012.9973960517575,32.168158079621605,34.89108637486597,4.0,False
2015.0169014852493,32.80156873765499,34.81232071357382,2.0,False
2017.8836511283755,32.01331506164019,34.75962926784508,4.0,False
2014.0289189548134,32.10021342032498,34.830530892760386,1.0,False
2015.0152334729369,31.768979749237612,35.1797289654997,2.0,False
2010.6179920886107,32.06053199575215,34.75693252169922,3.0,False
2013.9635775894942,32.07321878166778,34.795605219791035,1.0,False
2016.9951534630814,32.18190067782864,35.08104421134634,1.0,False
2019.8237590605738,32.027997461862505,34.77162312734499,4.0,False
2012.9099492824007,32.07987663892665,34.82896904632988,4.0,False
2015.002713898529,31.98134842721089,34.761812196231126,2.0,False
2012.1947932042917,32.27160979987833,34.89169287693879,1.0,False
2014.9558310531104,32.07390524905727,34.84286675393235,2.0,False
2014.946695774352,32.03224787208368,34.79307651940052,3.0,False
2017.957252765383,32.29824978879891,34.64334232146705,2.0,False
2010.989174655629,31.98874673139154,34.78614305675225,7.0,False
2016.0648691712972,32.78249478274697,35.158038475975424,2.0,False
2014.931467992354,32.080302294931506,34.79771153344199,4.0,False
2010.7993036948924,32.07988637910673,34.830444918578976,2.0,False
2007.5979751918464,32.78226233384306,34.64413794643289,2.0,False
2019.7934776884952,32.18473631187183,34.82996926652322,1.0,False
2016.0120685364993,32.08130870713089,34.77342178208575,7.0,False
2014.9576980010597,32.805490266226286,34.99498105661445,1.0,False
2013.0004524409133,32.06698425272258,34.854467211731375,4.0,False
2017.7974304193758,32.80575972150178,34.984304039693086,2.0,False
2014.890541908877,32.78972924255928,35.071075749067575,1.0,False
2016.8984247324215,32.06203716436681,34.614228440051065,2.0,False
2014.9426516212807,32.080462685556974,34.83238318203045,2.0,False
2014.983443484254,32.1881735911026,35.1005877232763,2.0,False
2019.22494262289,32.815102992921396,34.83215485937999,2.0,False
2013.9084188323943,32.06395980447165,34.81769801184692,4.0,False
2010.108796163136,32.00263057294967,34.757558916793144,3.0,False
2013.9944723502254,32.076301894058126,34.81511736651526,4.0,False
2019.3744456823686,32.43691414884634,35.22129502216813,2.0,False
2014.9681337565007,32.8216539853778,34.986397094189776,1.0,False
2012.890705136215,32.077049923796636,34.81604409968051,1.0,False
2019.1040158212102,31.98087090174729,35.20807239396861,1.0,False
2014.9803360329656,32.18994064913646,34.77564160811221,3.0,False
2017.8183967164423,32.05287343129841,34.77914908154986,4.0,False
2015.0005274617638,32.09590366030254,35.108084176396964,1.0,False
2016.9489118068561,32.07932168868525,34.8052366588609,1.0,False
2014.9471332725743,32.81034484023034,34.99260285543002,2.0,False
2013.0167494490474,31.985114113463627,34.824365881838034,2.0,False
2016.1215927922462,31.97857878914983,34.79361886179087,4.0,False
2016.0244166559346,32.81248124696858,35.2255979779822,-0.0,False
2015.0856525325735,32.94952821774444,35.07680177712451,2.0,False
2014.0119353105267,32.08432367244387,34.87401438997707,6.0,False
2010.9132395043341,32.064606875080365,34.839224061237395,4.0,False
2014.9375234999452,32.14312111512884,34.61815154903757,2.0,False
2015.992667566106,32.063984378070586,34.788870387961374,3.0,False
2012.0996771805214,32.19417159278004,34.814979881588144,3.0,False
2016.0293248212752,32.08121027480499,34.80551697298612,2.0,False
2013.0235079642475,32.07792251991465,34.64680100856807,2.0,False
2015.0265776762408,32.07684282788789,34.7891181850191,3.0,False
2015.0114318702776,31.73224055535455,34.64175732320956,2.0,False
2017.0341837762678,32.17802442832338,34.91044445558251,2.0,False
2010.4287385830337,32.06661691501404,34.79207850348427,1.0,False
2015.0441042633158,32.150519990598056,34.827113696497555,1.0,False
2010.3459981283615,32.09997256936211,34.876249689219115,4.0,False
2012.0714030514423,32.94563495683334,34.87931749770989,1.0,False
2014.9625622203039,32.07676355540215,34.818714706060376,2.0,False
2015.0255691617797,32.00691751124851,34.78440180448962,2.0,False
2016.9393100060934,32.78750607301019,35.00202164001228,2.0,False
2010.7881884204735,32.18664861423669,34.89407153405909,1.0,False
2015.0016979576112,32.00232123108716,34.77083185112675,2.0,False
2015.0120177992326,32.06957597766433,34.77592986412113,2.0,False
2018.8611826992515,32.01272142310725,34.76274219667468,5.0,False
2014.995683157951,32.16867336836006,34.98518606424925,2.0,False
2012.9993082079302,31.997294284520432,34.77312718906883,4.0,False
2014.0299912872022,32.07140890282094,34.802981638639416,4.0,False
2015.9684178112268,31.754718096050922,35.204382323795755,3.0,False
2016.833596718723,32.8258615449079,34.968917991404474,2.0,False
2016.013883545806,32.82784111088432,34.99457683114847,1.0,False
2019.761752769631,32.16165870245324,34.88627500729605,1.0,False
2015.0178943693666,32.8469017978555,35.11974917598827,1.0,False
2013.9637554687263,32.8184447889063,35.08126786576745,1.0,False
2013.9604322472892,32.10362711898071,34.88445477106387,4.0,False
2011.9378378697684,32.081324850467205,34.760388189971394,4.0,False
2015.051099135783,32.16819011362672,34.82083408035293,1.0,False
2015.072587388169,31.982606621670147,34.79076932219641,4.0,False
2012.0129026790487,32.08209131543362,34.764787114922534,6.0,False
2011.8348283168739,32.17073349228006,34.827566711528924,1.0,False
2012.140126082104,31.93814958761772,34.77290127145178,4.0,False
2019.479834398363,32.070212646998016,34.83699767564915,2.0,False
2019.359391172648,32.15840265211625,35.20328168451835,2.0,False
2013.0329422974899,32.08296766691575,34.82978152258839,0.0,False
2009.012223383402,32.08343698410202,34.79625800655324,6.0,False
2014.953788813371,32.77841080393909,35.06390147174013,1.0,False
2018.161128427096,32.772120998523214,35.19929184737488,2.0,False
2013.9353016355553,32.07378602471765,34.800278555145105,4.0,False
2010.7388825710345,31.9604958097399,34.75249510786492,3.0,False
2010.5853933486408,32.070091220565075,34.76173612387781,3.0,False
2014.0006179196535,32.17647165963242,35.09787319217789,1.0,False
2011.8749016552524,32.81132806838344,34.974484044003766,3.0,False
2019.695031849098,32.79237374378623,34.97942874654866,2.0,False
2013.9869396216689,32.149393922799696,35.5287048997151,3.0,False
2018.007386045556,32.00191812642111,34.63012589934049,4.0,False
2010.5036641137085,31.782234288103535,34.88387567873051,1.0,False
2012.9450445296143,32.081842892440235,34.635744572859196,2.0,False
2016.9324395810231,32.8100678169083,34.9891232759449,1.0,False
2015.0119199998217,32.802939484956376,34.86036851341795,3.0,False
2014.8955459443,32.829779402469676,34.99290714416695,1.0,False
2017.0115628239791,32.83081398116063,34.87324277207295,1.0,False
2015.0325970784043,32.18581384229648,34.98627531744106,1.0,False
2014.0416406522374,31.973936609715683,34.7823710006474,3.0,False
2018.1120362155773,32.014623016387375,34.79204942665776,2.0,False
2015.944096575622,32.842723082293794,35.00257950768083,1.0,False
2011.9486976321853,32.065046754474416,34.81443151874442,2.0,False
2013.9900904729302,32.01821082547087,34.775433268341025,4.0,False
2014.979211079712,32.842357489323916,35.07106235025633,1.0,False
2014.035060469993,32.04947825168231,34.84082906976824,4.0,False
2011.0646707851931,31.977587896992546,34.79309311824649,3.0,False
2011.1042012332443,31.756767163969965,34.80452628332469,2.0,False
2016.0149434273824,31.902869012227303,34.784670454598185,2.0,False
2014.0312528284394,32.093450389463506,34.75795903398865,6.0,False
2012.9873746367477,32.08790511045721,34.80740068626475,5.0,False
2019.1256265316913,31.978750869003985,34.7398944856627,-0.0,False
2014.9849193496218,32.392421580310604,34.6692127277697,2.0,False
2013.0383752395444,31.78532270368003,34.8200426507175,1.0,False
2018.82549140288,32.837110117240684,34.83613693335424,2.0,False
2015.9254545683611,32.06628677247189,34.81268291087149,1.0,False
2015.0371901678102,31.791460699643796,34.87135818379331,2.0,False
2017.7950145520642,32.33340488195554,34.86467269240035,2.0,False
2015.963975261,32.07849910414091,34.87496951477694,1.0,False
2018.5080086326434,32.80045996078977,35.07176675392973,1.0,False
2015.027216055566,32.06232042119099,34.817340738187504,4.0,False
2014.9889061137155,32.079423419533995,34.833894793837736,2.0,False
2017.9878306267824,32.0528637359576,34.77196763287275,2.0,False
2014.9590950606696,32.08875860600192,34.63438781096197,2.0,False
2015.9923877514543,32.01402944189655,34.76854173432117,2.0,False
2013.9876464432493,32.08440233478022,34.76696278352108,3.0,False
2010.5890258912266,32.81124397974904,34.961796258912415,1.0,False
2015.0460104294384,31.826041324249534,35.08763912790748,2.0,False
2019.272633757619,32.078523812377405,34.8086346601464,5.0,False
2018.0401952349016,31.959991041021542,34.885834736401534,1.0,False
2014.99133772221,32.039945936310005,34.802584427384176,2.0,False
2014.9778265286163,32.065812916281835,34.77049825765066,6.0,False
2013.0642303500742,32.02900245875676,34.81852181343862,6.0,False
2015.0104871406083,32.08502171159906,34.880499592106794,2.0,False
2019.2253583238505,31.968001479439707,34.761903400402325,3.0,False
2014.936619138318,32.05376561529506,34.78095843964989,4.0,False
2016.0569720214269,31.774868020036457,34.87913594805703,3.0,False
2010.5489984674268,32.05784224458071,34.82007104444314,2.0,False
2014.9343643840427,32.08263909093455,34.81627580532429,1.0,False
2014.0071176331398,32.34280999909245,34.86598727025938,0.0,False
2012.947570378961,32.81726480313333,35.0909112382112,2.0,False
2017.0280492941602,32.08724465966516,34.82139234889436,1.0,False
2010.2203474666148,31.982644343761066,34.75539869555303,4.0,False
2012.818991242388,32.09199635558201,34.76917456973908,3.0,False
2015.9445048298724,32.935757128591135,34.77470124369209,4.0,False
2010.6972054398973,32.07608636118181,34.83985065262568,2.0,False
2016.0232302644106,32.8305617878965,35.19576477850338,2.0,False
2016.9162417053672,32.062280618761434,34.817907597084805,4.0,False
2017.0084231870044,31.752147280046046,34.98086036091971,2.0,False
2015.0024520469362,32.07512115657548,34.82469257675493,4.0,False
2014.9553363839239,32.15033041238262,34.76597451286288,1.0,False
2012.9365702548387,31.942173309408386,34.772752825516214,0.0,False
2013.0085269589704,32.074014482080955,34.773603118414435,1.0,False
2016.0074909699922,32.002661635950815,34.755150494650486,4.0,False
2014.0430903021834,31.99560437232696,34.799378923901266,7.0,False
2014.0831238937549,32.173442913311135,34.8815414898611,2.0,False
2014.047435465352,32.07703985657122,34.776716666256895,7.0,False
2012.9881264379892,32.08320618120761,34.80089120570788,2.0,False
2014.9541197787805,32.093944604719844,34.85577072368034,1.0,False
2014.0201810322349,32.078453216021984,34.8245299597204,6.0,False
2019.1874216442313,32.09179242488307,34.776251486777475,1.0,False
2019.2356358416027,32.783625450914215,34.76172076216002,1.0,False
2012.0023782796331,32.07108247098323,34.81036989210156,6.0,False
2012.9710357948516,32.07813919610268,34.77936322982805,6.0,False
2015.079277889823,32.33668442486172,35.22495559421919,2.0,False
2014.9836145293264,32.07087849239187,34.984065491952094,1.0,False
2015.9554045831997,31.79967620999507,34.9022775651649,2.0,False
2015.9706092845408,32.049991694786044,34.835147377161846,5.0,False
2008.5814872714932,32.190957611929804,34.899987512461365,4.0,False
2010.7442636410074,31.985108211274206,34.775438286377735,7.0,False
2010.8069931492698,31.78656127301003,35.2090789256662,4.0,False
2010.6746111108077,32.084427061155964,34.76572329195467,3.0,False
2014.0437211411809,32.07131980568487,34.80533404651533,7.0,False
2016.019402403301,32.087916484906145,34.830679286706044,1.0,False
2016.1008004858386,31.970714358141137,34.78238069336442,3.0,False
2016.0248849573593,32.7942587346428,34.9917344632911,2.0,False
2010.477560526697,32.16794059790886,34.97762783589365,2.0,False
2012.990513733388,32.07441280666193,34.76541233262633,2.0,False
2016.0007087242284,32.16251664274446,34.785818890050194,1.0,False
2015.0363257389554,32.77655168221601,34.667910563045965,2.0,False
2017.928897479822,32.834447753534846,34.896499946774426,2.0,False
2012.1619201076176,32.10055659056228,34.819164782071,5.0,False
2015.9379004092864,32.088802139250724,35.42830454661257,4.0,False
2015.080843903697,32.811089190680434,34.96920564670653,2.0,False
2012.0097528620954,32.071274000898754,34.80991165845753,5.0,False
2013.0302979211494,32.084673556240126,34.83313350548424,6.0,False
2017.9135887762943,32.8208267041891,34.67197468893637,1.0,False
2013.9599309330372,32.07616503788588,34.80145846247997,4.0,False
2013.9490906418014,32.08185919501883,34.81233949675588,6.0,False
2012.0334778619358,32.05819347418534,34.832460933553094,2.0,False
2016.8333349358325,32.815711569867034,34.97715063625935,2.0,False
2013.9439984715596,32.076653262758754,34.800812118513534,4.0,False
2012.9819414705291,32.197873850845944,34.883979269145854,1.0,False
2012.955373594629,32.80638425591683,35.19649612974345,1.0,False
2011.9724018401391,32.0885567586231,34.776903360005,3.0,False
2016.8742618964607,32.814497098330115,35.05529238090415,2.0,False
2015.8993399324786,32.00594318976499,34.76381680770547,3.0,False
2014.0509752076714,32.08652208761959,34.7885488191404,4.0,False
2011.9872819867105,31.997253102436442,34.77803474596497,4.0,False
2013.051291995779,31.98068131819651,34.78041313831259,7.0,False
2013.046736316362,31.769307705331407,34.635822383666145,1.0,False
2016.1313571901328,32.08828881013094,35.418482720928424,1.0,False
2014.0000410804344,32.074448549730256,34.812704841686916,1.0,False
2010.4330084627518,32.0510223051052,34.75856572428145,2.0,False
2015.894473392529,32.09301821117004,34.79750145248166,1.0,False
2015.9589966722506,32.042130884540704,34.780586782705605,2.0,False
2016.071548934778,31.98029374911426,34.776106117951,2.0,False
2014.8939466712834,31.951115619808856,34.76062931240451,4.0,False
2019.2821160585816,32.08256109693687,34.832592986831415,2.0,False
2014.0054355072455,32.16905519319449,34.87582553838967,2.0,False
2014.950912821067,32.08744697160042,34.83205085445033,1.0,False
2014.980146393174,32.18647176908575,34.803193324106076,4.0,False
2014.9238051028624,31.995529074281475,34.78386504351715,2.0,False
2015.9013165066565,32.04874529441041,34.64650546759243,2.0,False
2016.014001291306,32.0811145355894,34.78243250382815,-0.0,False
2014.9577887097391,31.94922641373374,35.187987271333604,2.0,False
2014.9776163259298,31.971916080355722,34.75377637441032,3.0,False
2010.1272467819497,32.067157670205084,34.768536512595965,7.0,False
2013.9758241769625,32.08631942654861,34.82071481268412,4.0,False
2011.9768880873632,31.99716406843337,34.76750743477346,2.0,False
2013.9872383582467,32.00087130702179,34.7738099829158,3.0,False
2014.9967560646887,32.01318710593867,34.78751098450906,4.0,False
2010.5922296569204,32.088357459120836,34.816602125900914,4.0,False
2012.027227076517,32.08621616906174,34.82425690519294,2.0,False
2013.0048944334205,32.08048282120513,34.81185693042254,1.0,False
2013.077950549469,32.08972866689929,34.77286965558347,2.0,False
2011.9876109606653,32.08069984628942,34.75502863241784,3.0,False
2019.4223709533444,32.41890865766874,34.84993324633435,1.0,False
2015.9904687322044,32.3668199731373,34.875089403808474,2.0,False
2016.036321101011,32.18706381652871,35.22619155688927,2.0,False
2010.6018596245399,32.840476216048856,35.54731323291787,2.0,False
2016.9066388324236,31.80580279366137,34.82193938405251,1.0,False
2014.982188187803,31.759137405424912,35.19291701140044,2.0,False
2013.928290894458,32.07954561504431,34.7616231627145,6.0,False
2012.9729142388044,32.06233364332935,34.77183997317113,3.0,False
2009.9548134581398,32.07071827310152,34.79680463927963,3.0,False
2016.0749076531984,32.85212445725787,34.979460170128576,4.0,False
2013.9415992125537,32.07524413592002,34.79334411360317,-0.0,False
2012.970900348855,32.07137655197248,34.79915962330051,4.0,False
2013.0547115216632,32.09418767501729,34.82125587897232,1.0,False
