hebrew_city_name,city_code,year,total_open_requests,total_requests,total_approved_requests,longitude,latitude
באר שבע,9000,2022,4,1.0,0.0,34.7925181,31.2457442
בית שאן,9200,2005,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2006,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2007,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2008,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2009,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2010,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2011,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2012,0,11.0,9.0,35.4973022,32.4967519
בית שאן,9200,2013,2,0.0,2.0,35.4973022,32.4967519
בית שאן,9200,2014,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2015,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2016,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2017,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2018,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2019,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2020,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2021,0,0.0,0.0,35.4973022,32.4967519
בית שאן,9200,2022,0,0.0,0.0,35.4973022,32.4967519
בית שמש,2610,2005,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2006,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2007,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2008,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2009,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2010,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2011,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2012,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2013,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2014,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2015,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2016,0,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2017,0,6.0,0.0,34.9886825,31.746214
בית שמש,2610,2018,6,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2019,6,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2020,6,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2021,6,0.0,0.0,34.9886825,31.746214
בית שמש,2610,2022,6,0.0,4.0,34.9886825,31.746214
בני ברק,6100,2005,0,0.0,0.0,34.83421360499838,32.089
בני ברק,6100,2006,0,0.0,0.0,34.83421360499838,32.089
בני ברק,6100,2007,0,0.0,0.0,34.83421360499838,32.089
בני ברק,6100,2008,0,0.0,0.0,34.83421360499838,32.089
בני ברק,6100,2009,0,0.0,0.0,34.83421360499838,32.089
בני ברק,6100,2010,0,0.0,0.0,34.83421360499838,32.089
בני ברק,6100,2011,0,3.0,0.0,34.83421360499838,32.089
בני ברק,6100,2012,3,10.0,1.0,34.83421360499838,32.089
בני ברק,6100,2013,12,25.0,14.0,34.83421360499838,32.089
בני ברק,6100,2014,23,43.0,18.0,34.83421360499838,32.089
בני ברק,6100,2015,48,33.0,18.0,34.83421360499838,32.089
בני ברק,6100,2016,63,14.0,31.0,34.83421360499838,32.089
בני ברק,6100,2017,46,18.0,22.0,34.83421360499838,32.089
בני ברק,6100,2018,42,23.0,15.0,34.83421360499838,32.089
בני ברק,6100,2019,50,20.0,14.0,34.83421360499838,32.089
בני ברק,6100,2020,56,26.0,15.0,34.83421360499838,32.089
בני ברק,6100,2021,67,97.0,19.0,34.83421360499838,32.089
בני ברק,6100,2022,145,5.0,21.0,34.83421360499838,32.089
בסמת טבעון,944,2005,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2006,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2007,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2008,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2009,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2010,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2011,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2012,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2013,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2014,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2015,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2016,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2017,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2018,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2019,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2020,0,0.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2021,0,1.0,0.0,35.1546502,32.7362276
בסמת טבעון,944,2022,1,0.0,0.0,35.1546502,32.7362276
בת ים,6200,2005,0,0.0,0.0,34.7505283,32.0154565
בת ים,6200,2006,0,0.0,0.0,34.7505283,32.0154565
בת ים,6200,2007,0,2.0,0.0,34.7505283,32.0154565
בת ים,6200,2008,2,1.0,2.0,34.7505283,32.0154565
בת ים,6200,2009,1,2.0,0.0,34.7505283,32.0154565
בת ים,6200,2010,3,7.0,0.0,34.7505283,32.0154565
בת ים,6200,2011,10,7.0,2.0,34.7505283,32.0154565
בת ים,6200,2012,15,22.0,4.0,34.7505283,32.0154565
בת ים,6200,2013,33,26.0,7.0,34.7505283,32.0154565
בת ים,6200,2014,52,32.0,5.0,34.7505283,32.0154565
בת ים,6200,2015,79,23.0,13.0,34.7505283,32.0154565
בת ים,6200,2016,89,25.0,11.0,34.7505283,32.0154565
בת ים,6200,2017,103,58.0,18.0,34.7505283,32.0154565
בת ים,6200,2018,143,74.0,13.0,34.7505283,32.0154565
בת ים,6200,2019,204,67.0,15.0,34.7505283,32.0154565
בת ים,6200,2020,256,56.0,13.0,34.7505283,32.0154565
בת ים,6200,2021,299,26.0,13.0,34.7505283,32.0154565
בת ים,6200,2022,312,13.0,19.0,34.7505283,32.0154565
גבעת שמואל,681,2005,0,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2006,0,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2007,0,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2008,0,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2009,0,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2010,0,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2011,0,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2012,0,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2013,0,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2014,0,2.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2015,2,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2016,2,0.0,1.0,34.8524656,32.0769463
גבעת שמואל,681,2017,1,1.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2018,2,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2019,2,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2020,2,0.0,1.0,34.8524656,32.0769463
גבעת שמואל,681,2021,1,0.0,0.0,34.8524656,32.0769463
גבעת שמואל,681,2022,1,0.0,0.0,34.8524656,32.0769463
גבעתים,6300,2005,0,0.0,0.0,,
גבעתים,6300,2006,0,0.0,0.0,,
גבעתים,6300,2007,0,1.0,0.0,,
גבעתים,6300,2008,1,1.0,1.0,,
גבעתים,6300,2009,1,1.0,0.0,,
גבעתים,6300,2010,2,10.0,1.0,,
גבעתים,6300,2011,11,8.0,2.0,,
גבעתים,6300,2012,17,10.0,6.0,,
גבעתים,6300,2013,21,36.0,5.0,,
גבעתים,6300,2014,52,36.0,10.0,,
גבעתים,6300,2015,78,47.0,9.0,,
גבעתים,6300,2016,116,40.0,15.0,,
גבעתים,6300,2017,141,27.0,11.0,,
גבעתים,6300,2018,157,1.0,26.0,,
גבעתים,6300,2019,132,8.0,19.0,,
גבעתים,6300,2020,121,3.0,9.0,,
גבעתים,6300,2021,115,1.0,8.0,,
גבעתים,6300,2022,108,1.0,10.0,,
גדרה,2550,2005,0,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2006,0,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2007,0,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2008,0,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2009,0,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2010,0,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2011,0,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2012,0,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2013,0,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2014,0,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2015,0,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2016,0,2.0,0.0,34.7803882,31.8117747
גדרה,2550,2017,2,1.0,0.0,34.7803882,31.8117747
גדרה,2550,2018,3,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2019,3,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2020,3,0.0,1.0,34.7803882,31.8117747
גדרה,2550,2021,2,0.0,0.0,34.7803882,31.8117747
גדרה,2550,2022,2,0.0,0.0,34.7803882,31.8117747
גן יבנה,166,2005,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2006,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2007,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2008,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2009,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2010,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2011,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2012,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2013,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2014,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2015,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2016,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2017,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2018,0,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2019,0,1.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2020,1,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2021,1,0.0,0.0,34.70026297767875,31.79035865
גן יבנה,166,2022,1,0.0,1.0,34.70026297767875,31.79035865
גני תקוה,229,2005,0,0.0,0.0,34.9107676,32.0693725
גני תקוה,229,2006,0,0.0,0.0,34.9107676,32.0693725
גני תקוה,229,2007,0,0.0,0.0,34.9107676,32.0693725
גני תקוה,229,2008,0,0.0,0.0,34.9107676,32.0693725
גני תקוה,229,2009,0,0.0,0.0,34.9107676,32.0693725
גני תקוה,229,2010,0,0.0,0.0,34.9107676,32.0693725
גני תקוה,229,2011,0,0.0,0.0,34.9107676,32.0693725
גני תקוה,229,2012,0,0.0,0.0,34.9107676,32.0693725
גני תקוה,229,2013,0,1.0,0.0,34.9107676,32.0693725
גני תקוה,229,2014,1,2.0,1.0,34.9107676,32.0693725
גני תקוה,229,2015,2,0.0,1.0,34.9107676,32.0693725
גני תקוה,229,2016,1,2.0,0.0,34.9107676,32.0693725
גני תקוה,229,2017,3,1.0,0.0,34.9107676,32.0693725
גני תקוה,229,2018,4,1.0,0.0,34.9107676,32.0693725
גני תקוה,229,2019,5,0.0,0.0,34.9107676,32.0693725
גני תקוה,229,2020,5,0.0,0.0,34.9107676,32.0693725
גני תקוה,229,2021,5,0.0,1.0,34.9107676,32.0693725
גני תקוה,229,2022,4,0.0,0.0,34.9107676,32.0693725
דימונה,2200,2005,0,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2006,0,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2007,0,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2008,0,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2009,0,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2010,0,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2011,0,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2012,0,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2013,0,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2014,0,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2015,0,5.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2016,5,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2017,5,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2018,5,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2019,5,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2020,5,0.0,0.0,35.12590524860963,31.01916165
דימונה,2200,2021,5,0.0,5.0,35.12590524860963,31.01916165
דימונה,2200,2022,0,0.0,0.0,35.12590524860963,31.01916165
הוד השרון,9700,2005,0,0.0,0.0,34.8930354,32.1561974
הוד השרון,9700,2006,0,0.0,0.0,34.8930354,32.1561974
הוד השרון,9700,2007,0,0.0,0.0,34.8930354,32.1561974
הוד השרון,9700,2008,0,0.0,0.0,34.8930354,32.1561974
הוד השרון,9700,2009,0,1.0,0.0,34.8930354,32.1561974
הוד השרון,9700,2010,1,5.0,1.0,34.8930354,32.1561974
הוד השרון,9700,2011,5,3.0,3.0,34.8930354,32.1561974
הוד השרון,9700,2012,5,6.0,3.0,34.8930354,32.1561974
הוד השרון,9700,2013,8,6.0,0.0,34.8930354,32.1561974
הוד השרון,9700,2014,14,9.0,3.0,34.8930354,32.1561974
הוד השרון,9700,2015,20,11.0,5.0,34.8930354,32.1561974
הוד השרון,9700,2016,26,5.0,6.0,34.8930354,32.1561974
הוד השרון,9700,2017,25,3.0,6.0,34.8930354,32.1561974
הוד השרון,9700,2018,22,4.0,3.0,34.8930354,32.1561974
הוד השרון,9700,2019,23,0.0,6.0,34.8930354,32.1561974
הוד השרון,9700,2020,17,4.0,4.0,34.8930354,32.1561974
הוד השרון,9700,2021,17,4.0,0.0,34.8930354,32.1561974
הוד השרון,9700,2022,21,2.0,2.0,34.8930354,32.1561974
הרצליה,6400,2005,0,0.0,0.0,34.83082794429146,32.1676842
הרצליה,6400,2006,0,1.0,0.0,34.83082794429146,32.1676842
הרצליה,6400,2007,1,2.0,1.0,34.83082794429146,32.1676842
הרצליה,6400,2008,2,1.0,1.0,34.83082794429146,32.1676842
הרצליה,6400,2009,2,3.0,0.0,34.83082794429146,32.1676842
הרצליה,6400,2010,5,17.0,0.0,34.83082794429146,32.1676842
הרצליה,6400,2011,22,11.0,12.0,34.83082794429146,32.1676842
הרצליה,6400,2012,21,13.0,5.0,34.83082794429146,32.1676842
הרצליה,6400,2013,29,44.0,15.0,34.83082794429146,32.1676842
הרצליה,6400,2014,58,69.0,17.0,34.83082794429146,32.1676842
הרצליה,6400,2015,110,22.0,29.0,34.83082794429146,32.1676842
הרצליה,6400,2016,103,31.0,29.0,34.83082794429146,32.1676842
הרצליה,6400,2017,105,41.0,20.0,34.83082794429146,32.1676842
הרצליה,6400,2018,126,34.0,23.0,34.83082794429146,32.1676842
הרצליה,6400,2019,137,13.0,30.0,34.83082794429146,32.1676842
הרצליה,6400,2020,120,10.0,8.0,34.83082794429146,32.1676842
הרצליה,6400,2021,122,4.0,10.0,34.83082794429146,32.1676842
הרצליה,6400,2022,116,0.0,11.0,34.83082794429146,32.1676842
זכרון יעקב,9300,2005,0,0.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2006,0,0.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2007,0,0.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2008,0,0.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2009,0,0.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2010,0,0.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2011,0,0.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2012,0,1.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2013,1,1.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2014,2,0.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2015,2,3.0,1.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2016,4,1.0,1.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2017,4,2.0,2.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2018,4,4.0,2.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2019,6,3.0,1.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2020,8,0.0,2.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2021,6,1.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2022,7,0.0,0.0,34.967999084460715,32.5649531
חדרה,6500,2005,0,0.0,0.0,34.9198258,32.43699
חדרה,6500,2006,0,0.0,0.0,34.9198258,32.43699
חדרה,6500,2007,0,0.0,0.0,34.9198258,32.43699
חדרה,6500,2008,0,1.0,0.0,34.9198258,32.43699
חדרה,6500,2009,1,1.0,0.0,34.9198258,32.43699
חדרה,6500,2010,2,0.0,1.0,34.9198258,32.43699
חדרה,6500,2011,1,0.0,0.0,34.9198258,32.43699
חדרה,6500,2012,1,2.0,0.0,34.9198258,32.43699
חדרה,6500,2013,3,9.0,1.0,34.9198258,32.43699
חדרה,6500,2014,11,16.0,3.0,34.9198258,32.43699
חדרה,6500,2015,24,20.0,7.0,34.9198258,32.43699
חדרה,6500,2016,37,5.0,13.0,34.9198258,32.43699
חדרה,6500,2017,29,3.0,3.0,34.9198258,32.43699
חדרה,6500,2018,29,2.0,5.0,34.9198258,32.43699
חדרה,6500,2019,26,2.0,2.0,34.9198258,32.43699
חדרה,6500,2020,26,2.0,3.0,34.9198258,32.43699
חדרה,6500,2021,25,0.0,2.0,34.9198258,32.43699
חדרה,6500,2022,23,1.0,0.0,34.9198258,32.43699
חולון,6600,2005,0,0.0,0.0,34.78595635978459,32.01599895
חולון,6600,2006,0,0.0,0.0,34.78595635978459,32.01599895
חולון,6600,2007,0,0.0,0.0,34.78595635978459,32.01599895
חולון,6600,2008,0,1.0,0.0,34.78595635978459,32.01599895
חולון,6600,2009,1,1.0,1.0,34.78595635978459,32.01599895
חולון,6600,2010,1,2.0,0.0,34.78595635978459,32.01599895
חולון,6600,2011,3,11.0,0.0,34.78595635978459,32.01599895
חולון,6600,2012,14,5.0,2.0,34.78595635978459,32.01599895
חולון,6600,2013,17,31.0,2.0,34.78595635978459,32.01599895
